172.250832,-40.780274,0.0
172.481545,-40.987925,0.0
172.492531,-41.137030,0.0
172.481545,-41.244506,0.0
172.481545,-41.384787,0.0
172.536476,-41.565877,0.0
172.767189,-41.639814,0.0
172.844093,-41.664441,0.0
172.942970,-41.680853,0.0
173.173683,-41.705464,0.0
173.514259,-41.721867,0.0
173.744972,-41.721867,0.0
173.821877,-41.844749,0.0
174.008644,-41.893836,0.0
174.074562,-41.902014,0.0
174.305275,-41.795624,0.0
174.316261,-41.762854,0.0
174.964455,-41.500085,0.0
175.162209,-41.252767,0.0
175.184181,-41.120479,0.0
175.030373,-41.037664,0.0
174.865578,-41.029377,0.0
174.568947,-41.004509,0.0
174.283302,-41.004509,0.0
173.942726,-40.697031,0.0
173.733986,-40.722015,0.0
173.283547,-40.963041,0.0
173.184670,-40.838482,0.0
172.899025,-40.663705,0.0
172.888039,-40.446678,0.0
172.624367,-40.488468,0.0
172.250832,-40.780274,0.0
